0.0,0.0,0.071,0.156,0.079,0,0.023,0.04,0,0.187,0.054,0,0.014,0.153,0.201,0.003,0,0.02,0,264,0.016,0.012,1
0.0,0.0,0.094,0.183,0.075,0,0.016,0.075,0,0.222,0.046,0,0.044,0.067,0.114,0.004,0,0.062,0,827,0.055,0.026,1
0.0,0.0,0.076,0.126,0.121,0,0.033,0.081,0,0.189,0.028,0,0.051,0.114,0.134,0.005,0,0.043,0,331,0.052,0.064,1
0.0,0.0,0.056,0.143,0.099,0,0.015,0.054,0,0.173,0.037,0,0.039,0.124,0.193,0.011,0,0.056,0,1185,0.04,0.041,1
0.0,0.0,0.067,0.146,0.11,0,0.03,0.068,0,0.19,0.04,0,0.038,0.098,0.153,0.008,0,0.053,0,779,0.031,0.039,1
41.0,62.0,0.064,0.155,0.071,0,0.019,0.061,0,0.184,0.038,0,0.055,0.123,0.151,0.016,0,0.064,0,550,0.024,0.047,1
0.0,0.0,0.072,0.153,0.101,0,0.018,0.081,0,0.2,0.047,0,0.029,0.063,0.171,0.009,0,0.056,0,357,0.031,0.021,1
43.91,59.5,0.088,0.19,0.083,0,0.024,0.043,0,0.223,0.041,0,0.019,0.086,0.141,0.007,0,0.053,0,683,0.031,0.078,1
0.0,0.0,0.087,0.131,0.077,0,0.023,0.05,0,0.183,0.052,0,0.025,0.148,0.193,0.002,0,0.029,0,385,0.017,0.051,1
45.0,62.0,0.075,0.158,0.092,0,0.019,0.071,0,0.183,0.028,0,0.037,0.081,0.185,0.013,0,0.059,0,787,0.058,0.054,1
42.0,15.0,0.101,0.191,0.072,0,0.032,0.079,0,0.219,0.058,0,0.022,0.065,0.119,0.004,0,0.04,0,242,0.017,0.028,1
0.0,0.0,0.099,0.146,0.066,0,0.019,0.103,0,0.244,0.033,0,0.052,0.038,0.16,0.005,0,0.038,0,175,0.042,0.077,1
0.0,0.0,0.105,0.176,0.075,0,0.023,0.083,0,0.194,0.041,0,0.023,0.098,0.128,0.005,0,0.05,0,464,0.039,0.065,1
0.0,0.0,0.083,0.19,0.068,0,0.026,0.047,0,0.211,0.036,0,0.021,0.13,0.141,0.011,0,0.036,0,523,0.029,0.027,1
0.0,0.0,0.066,0.188,0.082,0,0.019,0.064,0,0.21,0.024,0,0.028,0.054,0.195,0.009,0,0.061,0,456,0.041,0.091,1
0.0,0.0,0.069,0.18,0.085,0,0.026,0.095,0,0.19,0.039,0,0.059,0.049,0.15,0.01,0,0.049,0,261,0.005,0.073,1
58.0,18.0,0.062,0.155,0.062,0,0.021,0.072,0,0.206,0.052,0,0.01,0.134,0.186,0,0,0.041,0,76,0.028,0.014,1
0.0,0.0,0.066,0.213,0.066,0,0.016,0.049,0,0.246,0.016,0,0.033,0.098,0.115,0,0,0.082,0,53,0.0,0.0,1
41.8,41.7,0.069,0.151,0.067,0,0.03,0.067,0,0.226,0.08,0,0.017,0.116,0.142,0.004,0,0.03,0,379,0.019,0.044,1
0.0,0.0,0.078,0.161,0.101,0,0.021,0.039,0,0.19,0.034,0,0.03,0.099,0.193,0.009,0,0.046,0,344,0.049,0.016,1
43.85,46.85,0.054,0.192,0.072,0,0.027,0.096,0,0.264,0.054,0,0.018,0.045,0.117,0.006,0,0.054,0,284,0.043,0.053,1
48.0,56.0,0.07,0.19,0.085,0,0.03,0.07,0,0.215,0.02,0,0.045,0.055,0.14,0.005,0,0.075,0,170,0.015,0.045,1
51.0,49.0,0.089,0.183,0.065,0,0.023,0.064,0,0.234,0.028,0,0.017,0.119,0.13,0.004,0,0.044,0,589,0.03,0.056,1
0.0,0.0,0.076,0.154,0.094,0,0.019,0.07,0,0.201,0.03,0,0.028,0.086,0.184,0.007,0,0.052,0,714,0.03,0.058,1
42.0,27.33,0.082,0.136,0.119,0,0.058,0.053,0,0.173,0.025,0,0.07,0.053,0.115,0.016,0,0.099,0,216,0.061,0.074,0.0
0.0,0.0,0.054,0.191,0.093,0,0.029,0.059,0,0.211,0.025,0,0.029,0.093,0.157,0.01,0,0.049,0,175,0.031,0.023,0.0
0.0,0.0,0.054,0.175,0.078,0,0.012,0.109,0,0.175,0.051,0,0.047,0.062,0.14,0.008,0,0.089,0,217,0.051,0.089,0.0
44.9,40.55,0.129,0.143,0.105,0,0.033,0.067,0,0.167,0.052,0,0.014,0.086,0.114,0.024,0,0.067,0,179,0.029,0.05,0.0
0.0,0.0,0.056,0.187,0.047,0,0.033,0.093,0,0.192,0.023,0,0.028,0.084,0.14,0.005,0,0.112,0,175,0.056,0.056,0.0
0.0,0.0,0.085,0.139,0.111,0,0.034,0.108,0,0.202,0.057,0,0.04,0.026,0.128,0.014,0,0.057,0,301,0.081,0.072,0.0
0.0,0.0,0.074,0.149,0.074,0,0.041,0.066,0,0.198,0.041,0,0.033,0.083,0.132,0.017,0,0.091,0,101,0.038,0.026,0.0
50.62,45.88,0.085,0.158,0.056,0,0.009,0.082,0,0.219,0.029,0,0.02,0.105,0.184,0.006,0,0.047,0,268,0.03,0.03,0.0
44.0,43.0,0.036,0.155,0.087,0,0.032,0.063,0,0.175,0.032,0,0.091,0.083,0.175,0.004,0,0.067,0,202,0.045,0.057,0.0
0.0,0.0,0.07,0.192,0.14,0,0.02,0.065,0,0.254,0.037,0,0.03,0.02,0.095,0.015,0,0.062,0,355,0.048,0.04,0.0
0.0,0.0,0.117,0.168,0.039,0,0.027,0.102,0,0.234,0.027,0,0.027,0.098,0.105,0.004,0,0.051,0,222,0.057,0.031,0.0
0.0,0.0,0.108,0.175,0.033,0,0.029,0.092,0,0.242,0.029,0,0.029,0.096,0.108,0.004,0,0.054,0,207,0.06,0.027,0.0
0.0,0.0,0.067,0.152,0.119,0,0.033,0.089,0,0.204,0.078,0,0.022,0.056,0.085,0.019,0,0.078,0,247,0.084,0.039,0.0
0.0,0.0,0.106,0.146,0.083,0,0.026,0.053,0,0.195,0.05,0,0.036,0.119,0.159,0,0,0.026,0,260,0.074,0.03,0.0
40.84,28.16,0.047,0.132,0.155,0,0.031,0.047,0,0.171,0.023,0,0.039,0.07,0.186,0.008,0,0.093,0,105,0.045,0.068,0.0
0.0,0.0,0.098,0.153,0.106,0,0.004,0.085,0,0.2,0.017,0,0.043,0.06,0.187,0.017,0,0.03,0,191,0.081,0.047,0.0
0.0,0.0,0.049,0.175,0.107,0,0.029,0.087,0,0.199,0.073,0,0.01,0.087,0.126,0.01,0,0.049,0,171,0.073,0.044,0.0
0.0,0.0,0.062,0.133,0.109,0,0.023,0.102,0,0.188,0.023,0,0.055,0.086,0.117,0.023,0,0.078,0,111,0.026,0.013,0.0
0.0,0.0,0.041,0.222,0.093,0,0.015,0.093,0,0.232,0.041,0,0.015,0.082,0.093,0.01,0,0.062,0,170,0.016,0.049,0.0
0.0,0.0,0.047,0.155,0.094,0,0.028,0.056,0,0.164,0.08,0,0.052,0.108,0.117,0.005,0,0.094,0,182,0.028,0.021,0.0
0.0,0.0,0.089,0.207,0.111,0,0.007,0.052,0,0.156,0.037,0,0.022,0.141,0.104,0.007,0,0.067,0,118,0.021,0.043,0.0
0.0,0.0,0.058,0.202,0.087,0,0.019,0.096,0,0.154,0.01,0,0.048,0.115,0.106,0,0,0.106,0,90,0.03,0.06,0.0
0.0,0.0,0.043,0.149,0.12,0,0.038,0.096,0,0.188,0.029,0,0.053,0.077,0.13,0.01,0,0.067,0,173,0.082,0.075,0.0
0.0,0.0,0.145,0.174,0.1,0,0.012,0.083,0,0.249,0.021,0,0.012,0.025,0.112,0.008,0,0.058,0,209,0.04,0.06,1
44.67,25.33,0.055,0.199,0.065,0,0.02,0.049,0,0.244,0.046,0,0.01,0.091,0.156,0.007,0,0.059,0,252,0.014,0.047,1
0.0,0.0,0.062,0.188,0.053,0,0.034,0.062,0,0.202,0.034,0,0.024,0.144,0.163,0.01,0,0.024,0,172,0.014,0.063,1
46.3,46.52,0.055,0.189,0.065,0,0.015,0.065,0,0.259,0.055,0,0.021,0.072,0.126,0.006,0,0.072,0,396,0.05,0.037,1
0.0,0.0,0.085,0.192,0.067,0,0.013,0.04,0,0.246,0.071,0,0.018,0.067,0.188,0,0,0.013,0,172,0.013,0.06,1
0.0,0.0,0.061,0.162,0.089,0,0.024,0.059,0,0.183,0.038,0,0.05,0.115,0.159,0.003,0,0.057,0,548,0.027,0.018,1
0.0,0.0,0.081,0.184,0.041,0,0.019,0.074,0,0.26,0.091,0,0.013,0.066,0.131,0.003,0,0.037,0,571,0.028,0.023,1
44.05,35.98,0.081,0.168,0.059,0,0.021,0.065,0,0.212,0.052,0,0.028,0.085,0.168,0.008,0,0.052,0,2301,0.03,0.061,1
50.5,9.0,0.093,0.081,0.058,0,0.012,0.035,0,0.186,0.047,0,0.035,0.163,0.221,0,0,0.07,0,69,0.0,0.0,0.0
0.0,0.0,0.061,0.19,0.088,0,0.023,0.049,0,0.245,0.045,0,0.016,0.061,0.178,0.008,0,0.036,0,688,0.033,0.027,1
0.0,0.0,0.048,0.144,0.082,0,0.035,0.109,0,0.199,0.037,0,0.029,0.114,0.112,0.003,0,0.088,0,319,0.081,0.044,0.0
52.0,57.0,0.049,0.16,0.049,0,0.024,0.056,0,0.214,0.069,0,0.014,0.154,0.182,0.001,0,0.028,0,767,0.013,0.019,1
0.0,0.0,0.082,0.215,0.074,0,0.019,0.049,0,0.262,0.034,0,0.019,0.044,0.145,0.011,0,0.046,0,703,0.031,0.078,1
0.0,0.0,0.046,0.211,0.11,0,0.018,0.046,0,0.165,0.018,0,0.018,0.174,0.092,0.009,0,0.092,0,97,0.014,0.014,0.0
0.0,0.0,0.067,0.148,0.081,0,0.014,0.048,0,0.191,0.053,0,0.048,0.077,0.158,0.014,0,0.1,0,170,0.046,0.046,0.0
0.0,0.0,0.043,0.2,0.113,0,0.017,0.043,0,0.148,0.017,0,0.017,0.2,0.104,0.009,0,0.087,0,98,0.013,0.013,0.0
35.0,3.0,0.081,0.186,0.14,0,0.012,0.07,0,0.233,0.023,0,0.012,0.093,0.116,0.012,0,0.023,0,77,0.0,0.0,0.0
0.0,0.0,0.056,0.207,0.112,0,0.045,0.045,0,0.246,0.061,0,0,0.05,0.134,0.006,0,0.039,0,158,0.0,0.07,0.0
0.0,0.0,0.073,0.167,0.089,0,0.016,0.061,0,0.224,0.035,0,0.037,0.098,0.14,0.006,0,0.053,0,432,0.055,0.049,0.0
0.0,0.0,0.077,0.22,0.049,0,0.016,0.033,0,0.203,0.044,0,0.033,0.099,0.148,0.016,0,0.06,0,143,0.034,0.059,0.0
0.0,0.0,0.089,0.151,0.087,0,0.02,0.087,0,0.2,0.036,0,0.044,0.102,0.131,0.007,0,0.047,0,378,0.048,0.058,0.0
40.09,19.25,0.087,0.174,0.034,0,0.034,0.054,0,0.181,0.04,0,0.02,0.134,0.188,0.007,0,0.047,0,119,0.03,0.061,0.0
41.62,54.31,0.09,0.192,0.111,0,0.021,0.067,0,0.226,0.033,0,0.055,0.019,0.113,0.014,0,0.059,0,931,0.04,0.134,0.0
0.0,0.0,0.118,0.075,0.118,0,0.032,0.097,0,0.151,0.043,0,0.054,0.14,0.118,0.011,0,0.043,0,78,0.034,0.068,0.0
0.0,0.0,0.148,0.148,0.197,0,0,0.033,0,0.098,0.016,0,0.066,0.066,0.131,0.033,0,0.066,0,52,0.025,0.025,0.0
0.0,0.0,0.087,0.117,0.092,0,0.01,0.077,0,0.214,0.036,0,0.01,0.102,0.189,0.005,0,0.061,0,152,0.037,0.015,1
0.0,0.0,0.046,0.17,0.097,0,0.014,0.083,0,0.238,0.053,0,0.028,0.051,0.16,0.004,0,0.057,0,407,0.018,0.058,1
0.0,0.0,0.096,0.159,0.087,0,0.032,0.087,0,0.188,0.023,0,0.055,0.081,0.11,0.014,0,0.067,0,301,0.038,0.042,0.0
0.0,0.0,0.067,0.163,0.105,0,0.025,0.077,0,0.176,0.033,0,0.04,0.094,0.138,0.01,0,0.073,0,439,0.039,0.036,0.0
0.0,0.0,0.067,0.133,0.085,0,0.027,0.108,0,0.23,0.034,0,0.037,0.071,0.152,0.009,0,0.049,0,472,0.035,0.056,0.0
0.0,0.0,0.097,0.176,0.11,0,0.026,0.093,0,0.198,0.04,0,0.009,0.048,0.137,0.009,0,0.057,0,187,0.039,0.039,0.0
39.78,36.56,0.056,0.144,0.137,0,0.029,0.072,0,0.186,0.02,0,0.046,0.075,0.144,0.01,0,0.082,0,259,0.02,0.015,0.0
0.0,0.0,0.1,0.167,0.122,0,0.056,0.022,0,0.233,0.044,0,0,0.111,0.1,0.011,0,0.033,0,73,0.0,0.0,1
0.0,0.0,0.074,0.159,0.08,0,0.029,0.058,0,0.192,0.04,0,0.053,0.074,0.176,0.005,0,0.06,0,909,0.053,0.038,1
44.75,30.16,0.085,0.176,0.085,0,0.026,0.118,0,0.242,0.02,0,0.026,0.026,0.111,0,0,0.085,0,134,0.058,0.019,1
0.0,0.0,0.071,0.194,0.038,0,0.03,0.079,0,0.249,0.038,0,0.027,0.079,0.131,0.011,0,0.052,0,307,0.046,0.05,1
57.27,59.75,0.098,0.173,0.094,0,0.017,0.079,0,0.222,0.042,0,0.025,0.044,0.146,0.01,0,0.052,0,400,0.026,0.09,1
52.5,58.5,0.079,0.201,0.087,0,0.018,0.053,0,0.239,0.037,0,0.012,0.122,0.114,0.002,0,0.036,0,430,0.012,0.072,1
64.0,48.0,0.082,0.163,0.059,0,0.017,0.052,0,0.196,0.042,0,0.027,0.153,0.173,0,0,0.035,0,326,0.025,0.022,1
46.88,57.06,0.083,0.171,0.115,0,0.018,0.082,0,0.193,0.021,0,0.039,0.083,0.142,0.01,0,0.044,0,690,0.017,0.038,1
0.0,0.0,0.092,0.147,0.103,0,0.028,0.086,0,0.195,0.027,0,0.046,0.058,0.124,0.018,0,0.076,0,645,0.074,0.036,1
62.0,59.5,0.077,0.161,0.067,0,0.013,0.074,0,0.221,0.037,0,0.037,0.107,0.161,0,0,0.047,0,247,0.067,0.038,1
61.8,60.8,0.062,0.134,0.11,0,0.032,0.082,0,0.159,0.042,0,0.075,0.06,0.149,0.007,0,0.089,0,507,0.066,0.044,1
75.33,70.67,0.085,0.179,0.045,0,0.02,0.077,0,0.195,0.045,0,0.004,0.159,0.159,0.004,0,0.028,0,201,0.042,0.042,1
71.0,72.0,0.068,0.171,0.08,0,0.048,0.071,0,0.212,0.048,0,0.041,0.055,0.139,0.002,0,0.066,0,370,0.039,0.043,1
71.0,72.0,0.068,0.171,0.08,0,0.048,0.071,0,0.212,0.048,0,0.041,0.055,0.139,0.002,0,0.066,0,370,0.039,0.043,1
33.0,20.0,0.094,0.143,0.089,0,0.022,0.062,0,0.166,0.084,0,0.018,0.097,0.172,0.008,0,0.046,0,627,0.02,0.051,1
64.0,65.0,0.1,0.2,0.106,0,0.027,0.051,0,0.243,0.043,0,0.016,0.053,0.112,0.008,0,0.041,0,447,0.039,0.093,1
71.0,73.5,0.09,0.175,0.065,0,0.023,0.088,0,0.212,0.083,0,0.023,0.071,0.124,0.005,0,0.041,0,362,0.014,0.031,1
0.0,0.0,0.076,0.142,0.069,0,0.012,0.058,0,0.149,0.091,0,0.02,0.124,0.22,0.01,0,0.029,0,443,0.043,0.031,0.0
0.0,0.0,0.073,0.147,0.087,0,0.01,0.067,0,0.157,0.053,0,0.013,0.153,0.197,0.003,0,0.04,0,220,0.029,0.01,1
100.0,99.0,0.079,0.172,0.082,0,0.021,0.103,0,0.237,0.045,0,0.017,0.058,0.113,0.017,0,0.055,0,248,0.063,0.053,1
0.0,0.0,0.058,0.179,0.058,0,0.022,0.062,0,0.205,0.08,0,0.013,0.116,0.152,0.004,0,0.049,0,175,0.049,0.014,1
0.0,0.0,0.105,0.157,0.058,0,0.041,0.07,0,0.227,0.058,0,0.023,0.035,0.157,0,0,0.07,0,145,0.008,0.017,1
41.5,28.5,0.079,0.125,0.065,0,0.022,0.111,0,0.176,0.018,0,0.047,0.086,0.211,0.007,0,0.054,0,221,0.032,0.081,1
66.0,62.0,0.094,0.208,0.062,0,0.01,0.073,0,0.24,0.094,0,0.01,0.073,0.083,0.01,0,0.042,0,86,0.063,0.063,1
48.0,52.34,0.121,0.144,0.09,0,0.051,0.085,0,0.197,0.059,0,0.011,0.076,0.144,0.003,0,0.02,0,298,0.03,0.017,1
47.0,26.5,0.019,0.076,0.196,0,0.032,0.108,0,0.165,0.025,0,0.063,0.063,0.158,0.019,0,0.076,0,132,0.01,0.019,0.0
45.17,53.34,0.101,0.167,0.071,0,0.01,0.069,0,0.192,0.042,0,0.017,0.125,0.145,0.01,0,0.052,0,330,0.034,0.03,1
41.33,14.67,0.034,0.224,0.017,0,0.052,0.017,0,0.276,0.103,0,0.017,0.069,0.138,0,0,0.052,0,50,0.0,0.054,1
46.45,29.55,0.084,0.224,0.056,0,0.021,0.105,0,0.266,0.014,0,0.021,0.07,0.091,0,0,0.049,0,126,0.012,0.116,1
35.31,34.0,0.075,0.196,0.07,0,0.033,0.103,0,0.215,0.047,0,0.033,0.061,0.107,0,0,0.061,0,182,0.043,0.029,0.0
0.0,0.0,0.162,0.027,0.081,0,0,0.081,0,0.162,0.054,0,0,0.108,0.243,0,0,0.081,0,31,0.0,0.0,0.0
42.17,7.17,0.09,0.144,0.09,0,0.018,0.072,0,0.153,0.018,0,0.036,0.144,0.117,0.027,0,0.09,0,96,0.082,0.096,0.0
